PanelType;Cell type;Cell data;Bet ranges;Bet type;Name;Description;Connected cell 1 name;Connected cell 2 name
PostflopHuIpCaller;StatCell;PostflopData;;;RvCB_T;Raise continuation bet turn;CvCB_T;
PostflopHuIpCaller;StatCell;PostflopData;;;RvCB_R;Raise continuation bet river;CvCB_R;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_F_B;Raise continuation bet flop and bet turn;RvCB_F_X;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_F_BB;Raise continuation bet flop, bet turn and bet river;RvCB_F_BX;
PostflopHuIpCaller;StatCell;PostflopData;;;RvCB_F_X;Raise continuation bet flop and check turn;RvCB_F_B;
PostflopHuIpCaller;StatCell;PostflopData;;;RvCB_F_BX;Raise continuation bet flop, bet turn and check river;RvCB_F_BB;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_F_XB;Raise continuation bet flop, check/check turn and bet river;RvCB_F_XX;
PostflopHuIpCaller;StatCell;PostflopData;;;RvCB_F_XX;Raise continuation bet flop, check/check turn and check river;RvCB_F_XB;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_T_B;Raise continuation bet turn and bet river;RvCB_T_X;
PostflopHuIpCaller;StatCell;PostflopData;;;RvCB_T_X;Raise continuation bet turn and check river;RvCB_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;THREEBET_F;3 bet flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;THREEBET_T;3 bet turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;THREEBET_R;3 bet river;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvTHREEBET_F;Fold to 3 bet flop;CvTHREEBET_F;FOURBET_F
PostflopHuIpCaller;StatCell;PostflopData;;;FvTHREEBET_T;Fold to 3 bet turn;CvTHREEBET_T;FOURBET_T
PostflopHuIpCaller;StatCell;PostflopData;;;FvTHREEBET_R;Fold to 3 bet river;CvTHREEBET_R;FOURBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;CvTHREEBET_F;Call 3 bet flop;FvTHREEBET_F;FOURBET_F
PostflopHuIpCaller;StatCell;PostflopData;;;CvTHREEBET_T;Call 3 bet turn;FvTHREEBET_T;FOURBET_T
PostflopHuIpCaller;StatCell;PostflopData;;;CvTHREEBET_R;Call 3 bet river;FvTHREEBET_R;FOURBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;FOURBET_F;4 bet flop;CvTHREEBET_F;
PostflopHuIpCaller;StatCell;PostflopData;;;FOURBET_T;4 bet turn;CvTHREEBET_T;
PostflopHuIpCaller;StatCell;PostflopData;;;FOURBET_R;4 bet river;CvTHREEBET_R;
PostflopHuIpCaller;StatCell;PostflopData;;;FvDELAY_T;Fold to delay continuation bet turn;CvDELAY_T;RvDELAY_T
PostflopHuIpCaller;StatCell;PostflopData;;;FvDELAY_R;Fold to delay continuation bet river;CvDELAY_R;RvDELAY_R
PostflopHuIpCaller;StatCell;PostflopData;;;CvDELAY_T;Call delay continuation bet turn;FvDELAY_T;RvDELAY_T
PostflopHuIpCaller;StatCell;PostflopData;;;CvDELAY_R;Call delay continuation bet river;FvDELAY_R;RvDELAY_R
PostflopHuIpCaller;StatCell;PostflopData;;;FvDELAY_T_B;Call delay continuation bet turn and fold to bet river;CvDELAY_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;CvDELAY_T_B;Call delay continuation bet turn and call bet river;FvDELAY_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;RvDELAY_T;Raise delay continuation bet turn;CvDELAY_T;
PostflopHuIpCaller;StatCell;PostflopData;;;RvDELAY_R;Raise delay continuation bet river;CvDELAY_R;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;RvDELAY_T_B;Raise delay continuation bet turn and bet river;RvDELAY_T_X;
PostflopHuIpCaller;StatCell;PostflopData;;;RvDELAY_T_X;Raise delay continuation bet turn and check river;RvDELAY_T_B;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOATDELAY_R;Call delay continuation bet turn and bet river;FLOATDELAYX_R;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOATDELAYX_R;Call delay continuation bet turn and check river;FLOATDELAY_R;
PostflopHuIpCaller;StatCell;PostflopData;;;FvSDELAY_R;Fold to super delay continuation bet river;CvSDELAY_R;RvSDELAY_R
PostflopHuIpCaller;StatCell;PostflopData;;;CvSDELAY_R;Call super delay continuation bet river;FvSDELAY_R;RvSDELAY_R
PostflopHuIpCaller;StatCell;PostflopData;;;RvSDELAY_R;Raise super delay continuation bet river;CvSDELAY_R;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_F;Float bet flop;FLOATX_F;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_T;Float bet turn;FLOATX_T;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_R;Float bet river;FLOATX_R;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOATX_F;Float check flop;FLOAT_F;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOATX_T;Float check turn;FLOAT_T;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOATX_R;Float check river;FLOAT_R;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_F_B;Float bet flop and bet turn;FLOAT_F_X;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_F_BB;Float bet flop, bet turn and bet river;FLOAT_F_BX;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_X;Float bet flop and check turn;FLOAT_F_B;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_BX;Float bet flop, bet turn and check river;FLOAT_F_BB;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_F_XB;Float bet flop, check/check turn and bet river;FLOAT_F_XX;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_XX;Float bet flop, check/check turn and check river;FLOAT_F_XB;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;FLOAT_T_B;Float bet turn and bet river;FLOAT_T_X;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_T_X;Float bet turn and check river;FLOAT_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_F;Float bet/fold flop;FLOAT_C_F;THREEBET_F
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_T;Float bet/fold turn;FLOAT_C_T;THREEBET_T
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_R;Float bet/fold river;FLOAT_C_R;THREEBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_F;Float bet/call flop;FLOAT_F_F;THREEBET_F
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_T;Float bet/call turn;FLOAT_F_T;THREEBET_T
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_R;Float bet/call river;FLOAT_F_R;THREEBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_F_B;Float bet/call flop and fold to turn bet;FLOAT_C_F_B;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_F_BB;Float bet/call flop, call turn bet and fold to river bet;FLOAT_C_F_BB;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_F_B;Float bet/call flop and call turn bet;FLOAT_F_F_B;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_F_BB;Float bet/call flop, call turn bet and call river bet;FLOAT_F_F_BB;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_F_XB;Float bet/call flop, check/check turn and fold to river bet;FLOAT_C_F_XB;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_F_XB;Float bet/call flop, check/check turn and call river bet;FLOAT_F_F_XB;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_F_T_B;Float bet/call turn and fold to river bet;FLOAT_C_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;FLOAT_C_T_B;Float bet/call turn and call river bet;FLOAT_F_T_B;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;DelFLOAT_T;Delay float bet turn;DelFLOATX_T;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;DelFLOAT_R;Delay float bet river;DelFLOATX_R;
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOATX_T;Delay float check turn;DelFLOAT_T;
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOATX_R;Delay float check river;DelFLOAT_R;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;DelFLOAT_T_B;Delay float bet turn and bet river;DelFLOAT_T_X;
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_T_X;Delay float bet turn and check river;DelFLOAT_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_F_T;Delay float bet/fold turn;DelFLOAT_C_T;THREEBET_T
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_F_R;Delay float bet/fold river;DelFLOAT_C_R;THREEBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_C_T;Delay float bet/call turn;DelFLOAT_F_T;THREEBET_T
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_C_R;Delay float bet/call river;DelFLOAT_F_R;THREEBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_F_T_B;Delay float bet/call turn and fold to river bet;DelFLOAT_C_T_B;
PostflopHuIpCaller;StatCell;PostflopData;;;DelFLOAT_C_T_B;Delay float bet/call turn and call river bet;DelFLOAT_F_T_B;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;SDelFLOAT_R;Super delay float bet river;SDelFLOATX_R;
PostflopHuIpCaller;StatCell;PostflopData;;;SDelFLOATX_R;Super delay float check river;SDelFLOAT_R;
PostflopHuIpCaller;StatCell;PostflopData;;;SDelFLOAT_F_R;Super delay float bet/fold river;SDelFLOAT_C_R;THREEBET_R
PostflopHuIpCaller;StatCell;PostflopData;;;SDelFLOAT_C_R;Super delay float bet/call river;SDelFLOAT_F_R;THREEBET_R
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;Bet_F;Bet flop;;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;Bet_T;Bet turn;;
PostflopHuIpCaller;StatCell;PostflopData;35, 70, 100;p;Bet_R;Bet river;;
PostflopHuIpCaller;StatCell;PostflopData;;;Check_F;Check flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;Check_T;Check turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;Check_R;Check river;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvBet_F;Fold to bet flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvBet_T;Fold to bet turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvBet_R;Fold to bet river;;
PostflopHuIpCaller;StatCell;PostflopData;;;CvBet_F;Call bet flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;CvBet_T;Call bet turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;CvBet_R;Call bet river;;
PostflopHuIpCaller;StatCell;PostflopData;;;Raise_F;Raise flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;Raise_T;Raise turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;Raise_R;Raise river;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvRaise_F;Fold to raise flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvRaise_T;Fold to raise turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;FvRaise_R;Fold to raise river;;
PostflopHuIpCaller;StatCell;PostflopData;;;CvRaise_F;Call raise flop;;
PostflopHuIpCaller;StatCell;PostflopData;;;CvRaise_T;Call raise turn;;
PostflopHuIpCaller;StatCell;PostflopData;;;CvRaise_R;Call raise river;;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;CB_F;Continuation bet flop;CX_F;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;CB_T;Continuation bet turn;CX_T;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;CB_R;Continuation bet river;CX_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;CX_F;Continuation check flop;CB_F;
PostflopHuOopRaiser;StatCell;PostflopData;;;CX_T;Continuation check turn;CB_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;CX_R;Continuation check river;CB_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_F;Continuation bet/fold flop;CCBvR_F;THREEBET_F
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_T;Continuation bet/fold turn;CCBvR_T;THREEBET_T
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_R;Continuation bet/fold river;CCBvR_R;THREEBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_F;Continuation bet/call flop;FCBvR_F;THREEBET_F
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_T;Continuation bet/call turn;FCBvR_T;THREEBET_T
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_R;Continuation bet/call river;FCBvR_R;THREEBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_F_B;Continuation bet/call flop and fold to turn bet;CCBvR_F_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_F_BB;Continuation bet/call flop, call turn and fold to river bet;CCBvR_F_BB;
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_F_B;Continuation bet/call flop and call turn bet;FCBvR_F_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_F_BB;Continuation bet/call flop, call turn and call river bet;FCBvR_F_BB;
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_F_XB;Continuation bet/call flop, check/check turn and fold to river bet;CCBvR_F_XB;
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_F_XB;Continuation bet/call flop, check/check turn and call river bet;FCBvR_F_XB;
PostflopHuOopRaiser;StatCell;PostflopData;;;FCBvR_T_B;Continuation bet/call turn and fold to river bet;CCBvR_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;CCBvR_T_B;Continuation bet/call turn and call river bet;FCBvR_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;THREEBET_F;3 bet flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;THREEBET_T;3 bet turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;THREEBET_R;3 bet river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvTHREEBET_F;Fold to 3 bet flop;CvTHREEBET_F;FOURBET_F
PostflopHuOopRaiser;StatCell;PostflopData;;;FvTHREEBET_T;Fold to 3 bet turn;CvTHREEBET_T;FOURBET_T
PostflopHuOopRaiser;StatCell;PostflopData;;;FvTHREEBET_R;Fold to 3 bet river;CvTHREEBET_R;FOURBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;CvTHREEBET_F;Call 3 bet flop;FvTHREEBET_F;FOURBET_F
PostflopHuOopRaiser;StatCell;PostflopData;;;CvTHREEBET_T;Call 3 bet turn;FvTHREEBET_T;FOURBET_T
PostflopHuOopRaiser;StatCell;PostflopData;;;CvTHREEBET_R;Call 3 bet river;FvTHREEBET_R;FOURBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;FOURBET_F;4 bet flop;CvTHREEBET_F;
PostflopHuOopRaiser;StatCell;PostflopData;;;FOURBET_T;4 bet turn;CvTHREEBET_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;FOURBET_R;4 bet river;CvTHREEBET_R;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;DELAY_T;Delay continuation bet turn;DELAYX_T;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;DELAY_R;Delay continuation bet river;DELAYX_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAYX_T;Delay continuation check turn;DELAY_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAYX_R;Delay continuation check river;DELAY_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_F_T;Delay bet/fold turn;DELAY_C_T;THREEBET_T
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_F_R;Delay bet/fold river;DELAY_C_R;THREEBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_C_T;Delay bet/call turn;DELAY_F_T;THREEBET_T
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_C_R;Delay bet/call river;DELAY_F_R;THREEBET_R
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;DELAY_T_B;Delay continuation bet turn and bet river;DELAY_T_X;
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_T_X;Delay continuation bet turn and check river;DELAY_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_F_T_B;Delay continuation bet/call turn and fold to river bet;DELAY_C_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;DELAY_C_T_B;Delay continuation bet/call turn and call river bet;DELAY_F_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOATDELAY_R;Delay continuation bet turn and fold to river bet;CvFLOATDELAY_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOATDELAY_R;Delay continuation bet turn and call river bet;FvFLOATDELAY_R;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;SDELAY_R;Super delay continuation bet river;SDELAYX_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;SDELAYX_R;Super delay continuation check river;SDELAY_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;SDELAY_F_R;Super delay continuation bet/fold river;SDELAY_C_R;THREEBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;SDELAY_C_R;Super delay continuation bet/call river;SDELAY_F_R;THREEBET_R
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_F;Fold to float bet flop;CvFLOAT_F;RvFLOAT_F
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_T;Fold to float bet turn;CvFLOAT_T;RvFLOAT_T
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_R;Fold to float bet river;CvFLOAT_R;RvFLOAT_R
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_F;Call float bet flop;FvFLOAT_F;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_T;Call float bet turn;FvFLOAT_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_R;Call float bet river;FvFLOAT_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_F_B;Call float bet flop and fold to turn bet;CvFLOAT_F_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_F_BB;Call float bet flop, call turn and fold to river bet;CvFLOAT_F_BB;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_F_B;Call float bet flop and call turn bet;FvFLOAT_F_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_F_BB;Call float bet flop, call turn and call river bet;FvFLOAT_F_BB;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_F_XB;Call float bet flop, check/check turn and fold to river bet;CvFLOAT_F_XB;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_F_XB;Call float bet flop, check/check turn and call river bet;FvFLOAT_F_XB;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvFLOAT_T_B;Call float bet turn and fold to river bet;CvFLOAT_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvFLOAT_T_B;Call float bet turn and call river bet;FvFLOAT_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_F;Raise float bet flop;CvFLOAT_F;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_T;Raise float bet turn;CvFLOAT_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_R;Raise float bet river;CvFLOAT_R;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;RvFLOAT_F_B;Raise float bet flop and bet turn;RvFLOAT_F_X;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;RvFLOAT_F_BB;Raise float bet flop, bet turn and bet river;RvFLOAT_F_BX;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_F_X;Raise float bet flop and check turn;RvFLOAT_F_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_F_BX;Raise float bet flop, bet turn and check river;RvFLOAT_F_BB;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;RvFLOAT_F_XB;Raise float bet flop, check/check turn and bet river;RvFLOAT_F_XX;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_F_XX;Raise float bet flop, check/check turn and check river;RvFLOAT_F_XB;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;RvFLOAT_T_B;Raise float bet turn and bet river;RvFLOAT_T_X;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvFLOAT_T_X;Raise float bet turn and check river;RvFLOAT_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvDelFLOAT_T;Fold to delay float bet turn;CvDelFLOAT_T;RvDelFLOAT_T
PostflopHuOopRaiser;StatCell;PostflopData;;;FvDelFLOAT_R;Fold to delay float bet river;CvDelFLOAT_R;RvDelFLOAT_R
PostflopHuOopRaiser;StatCell;PostflopData;;;CvDelFLOAT_T;Call delay float bet turn;FvDelFLOAT_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvDelFLOAT_R;Call delay float bet river;FvDelFLOAT_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvDelFLOAT_T_B;Call delay float bet turn and fold to river bet;CvDelFLOAT_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvDelFLOAT_T_B;Call delay float bet turn and call river bet;FvDelFLOAT_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvDelFLOAT_T;Raise delay float bet turn;CvDelFLOAT_T;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvDelFLOAT_R;Raise delay float bet river;CvDelFLOAT_R;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;RvDelFLOAT_T_B;Raise delay float bet turn and bet river;RvDelFLOAT_T_X;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvDelFLOAT_T_X;Raise delay float bet turn and check river;RvDelFLOAT_T_B;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvSDelFLOAT_R;Fold to super delay float bet river;CvSDelFLOAT_R;RvSDelFLOAT_R
PostflopHuOopRaiser;StatCell;PostflopData;;;CvSDelFLOAT_R;Call super delay float bet river;FvSDelFLOAT_R;
PostflopHuOopRaiser;StatCell;PostflopData;;;RvSDelFLOAT_R;Raise super delay float bet river;CvSDelFLOAT_R;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;Bet_F;Bet flop;;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;Bet_T;Bet turn;;
PostflopHuOopRaiser;StatCell;PostflopData;35, 70, 100;p;Bet_R;Bet river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;Check_F;Check flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;Check_T;Check turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;Check_R;Check river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvBet_F;Fold to bet flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvBet_T;Fold to bet turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvBet_R;Fold to bet river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvBet_F;Call bet flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvBet_T;Call bet turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvBet_R;Call bet river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;Raise_F;Raise flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;Raise_T;Raise turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;Raise_R;Raise river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvRaise_F;Fold to raise flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvRaise_T;Fold to raise turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;FvRaise_R;Fold to raise river;;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvRaise_F;Call raise flop;;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvRaise_T;Call raise turn;;
PostflopHuOopRaiser;StatCell;PostflopData;;;CvRaise_R;Call raise river;;
PostflopHuOopCaller;StatCell;PostflopData;;;FvCB_F;Fold to continuation bet flop;CvCB_F;RvCB_F
PostflopHuOopCaller;StatCell;PostflopData;;;FvCB_T;Fold to continuation bet turn;CvCB_T;RvCB_T
PostflopHuOopCaller;StatCell;PostflopData;;;FvCB_R;Fold to continuation bet river;CvCB_R;RvCB_R
PostflopHuOopCaller;StatCell;PostflopData;;;CvCB_F;Call continuation bet flop;FvCB_F;RvCB_F
PostflopHuOopCaller;StatCell;PostflopData;;;CvCB_T;Call continuation bet turn;FvCB_T;RvCB_T
PostflopHuOopCaller;StatCell;PostflopData;;;CvCB_R;Call continuation bet river;FvCB_R;RvCB_R
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_F;Raise continuation bet flop;CvCB_F;
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_T;Raise continuation bet turn;CvCB_T;
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_R;Raise continuation bet river;CvCB_R;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_F_B;Raise continuation bet flop and bet turn;RvCB_F_X;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_F_BB;Raise continuation bet flop, bet turn and bet river;RvCB_F_BX;
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_F_X;Raise continuation bet flop and check turn;RvCB_F_B;
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_F_BX;Raise continuation bet flop, bet turn and check river;RvCB_F_BB;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_F_XB;Raise continuation bet flop, check/check turn and bet river;RvCB_F_XX;
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_F_XX;Raise continuation bet flop, check/check turn and check river;RvCB_F_XB;
PostflopHuOopCaller;StatCell;PostflopData;35, 70, 100;p;RvCB_T_B;Raise continuation bet turn and bet river;RvCB_T_X;
PostflopHuOopCaller;StatCell;PostflopData;;;RvCB_T_X;Raise continuation bet turn and check river;RvCB_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATXRCB_T;Check/raise continuation bet on flop and check/fold to turn bet;CvFLOATXRCB_T;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATXRCB_R;Check/raise continuation bet on turn and check/fold to river bet;CvFLOATXRCB_R;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATXRCB_T;Check/raise continuation bet on flop and check/call turn bet;FvFLOATXRCB_T;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATXRCB_R;Check/raise continuation bet on turn and check/call river bet;FvFLOATXRCB_R;
PostflopHuOopCaller;StatCell;PostflopData;;;FvFLOATXRCB_T_B;Check/raise continuation bet on turn, check/call turn bet and check/fold to river bet;CvFLOATXRCB_T_B;
PostflopHuOopCaller;StatCell;PostflopData;;;CvFLOATXRCB_T_B;Check/raise continuation bet on turn, check/call turn bet and check/call river bet;FvFLOATXRCB_T_B;
