PanelType;Cell type;Cell data;Bet ranges;Bet type;Name;Description;Connected cell 1 name;Connected cell 2 name
PreflopBb;StatCell;PreflopData;;;Bb_Limp_Vs_Sb_Raise;BB raise (limp pot vs SB);Bb_Limp_Vs_Sb_Check;
PreflopBb;StatCell;PreflopData;;;Bb_Limp_Vs_Multi_Check;BB check (limp pot multiway);Bb_Limp_Vs_Multi_Raise;
PreflopBb;StatCell;PreflopData;;;Bb_Limp_Vs_Multi_Raise;BB raise (limp pot multiway);Bb_Limp_Vs_Multi_Check;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Fold;BB fold (raise pot);Bb_Raise_Call;Bb_Raise_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Call;BB call (raise pot);Bb_Raise_Fold;Bb_Raise_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Raise;BB raise (raise pot);Bb_Raise_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Ep_Fold;BB fold (raise pot vs EP);Bb_Raise_Vs_Ep_Call;Bb_Raise_Vs_Ep_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Ep_Call;BB call (raise pot vs EP);Bb_Raise_Vs_Ep_Fold;Bb_Raise_Vs_Ep_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Ep_Raise;BB raise (raise pot vs EP);Bb_Raise_Vs_Ep_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Mp_Fold;BB fold (raise pot vs MP);Bb_Raise_Vs_Mp_Call;Bb_Raise_Vs_Mp_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Mp_Call;BB call (raise pot vs MP);Bb_Raise_Vs_Mp_Fold;Bb_Raise_Vs_Mp_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Mp_Raise;BB raise (raise pot vs MP);Bb_Raise_Vs_Mp_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Co_Fold;BB fold (raise pot vs CO);Bb_Raise_Vs_Co_Call;Bb_Raise_Vs_Co_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Co_Call;BB call (raise pot vs CO);Bb_Raise_Vs_Co_Fold;Bb_Raise_Vs_Co_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Co_Raise;BB raise (raise pot vs CO);Bb_Raise_Vs_Co_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Btn_Fold;BB fold (raise pot vs BTN);Bb_Raise_Vs_Btn_Call;Bb_Raise_Vs_Btn_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Btn_Call;BB call (raise pot vs BTN);Bb_Raise_Vs_Btn_Fold;Bb_Raise_Vs_Btn_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Btn_Raise;BB raise (raise pot vs BTN);Bb_Raise_Vs_Btn_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Sb_Fold;BB fold (raise pot vs SB);Bb_Raise_Vs_Sb_Call;Bb_Raise_Vs_Sb_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Sb_Call;BB call (raise pot vs SB);Bb_Raise_Vs_Sb_Fold;Bb_Raise_Vs_Sb_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Sb_Raise;BB raise (raise pot vs SB);Bb_Raise_Vs_Sb_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Multi_Fold;BB fold (raise pot multiway);Bb_Raise_Vs_Multi_Call;Bb_Raise_Vs_Multi_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Multi_Call;BB call (raise pot multiway);Bb_Raise_Vs_Multi_Fold;Bb_Raise_Vs_Multi_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Raise_Vs_Multi_Raise;BB raise (raise pot multiway);Bb_Raise_Vs_Multi_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Isolate_CC_Fold;BB fold (isolate pot as cold caller);Bb_Isolate_CC_Call;Bb_Isolate_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Isolate_CC_Call;BB call (isolate pot as cold caller);Bb_Isolate_CC_Fold;Bb_Isolate_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Isolate_CC_Raise;BB raise (isolate pot as cold caller);Bb_Isolate_CC_Call;
PreflopBb;StatCell;PreflopData;;;Bb_Squeeze_CC_Fold;BB fold (squeeze pot as cold caller);Bb_Squeeze_CC_Call;Bb_Squeeze_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Squeeze_CC_Call;BB call (squeeze pot as cold caller);Bb_Squeeze_CC_Fold;Bb_Squeeze_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_Squeeze_CC_Raise;BB raise (squeeze pot as cold caller);Bb_Squeeze_CC_Call;
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_CC_Fold;BB fold (raise isolate pot as cold caller);Bb_RaiseIsolate_CC_Call;Bb_RaiseIsolate_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_CC_Call;BB call (raise isolate pot as cold caller);Bb_RaiseIsolate_CC_Fold;Bb_RaiseIsolate_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_CC_Raise;BB raise (raise isolate pot as cold caller);Bb_RaiseIsolate_CC_Call;
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_Raiser_Fold;BB fold (raise isolate pot as raiser);Bb_RaiseIsolate_Raiser_Call;Bb_RaiseIsolate_Raiser_Raise
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_Raiser_Call;BB call (raise isolate pot as raiser);Bb_RaiseIsolate_Raiser_Fold;Bb_RaiseIsolate_Raiser_Raise
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_Raiser_Raise;BB raise (raise isolate pot as raiser);Bb_RaiseIsolate_Raiser_Call;
PreflopSb;StatCell;PreflopData;;;Bb_RaiseIsolate_Caller_Fold;BB fold (raise isolate pot as caller);Bb_RaiseIsolate_Caller_Call;Bb_RaiseIsolate_Caller_Raise
PreflopSb;StatCell;PreflopData;;;Bb_RaiseIsolate_Caller_Call;BB call (raise isolate pot as caller);Bb_RaiseIsolate_Caller_Fold;Bb_RaiseIsolate_Caller_Raise
PreflopSb;StatCell;PreflopData;;;Bb_RaiseIsolate_Caller_Raise;BB raise (raise isolate pot as caller);Bb_RaiseIsolate_Caller_Call;
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_Vs_Sb_Fold;BB fold (raise isolate pot vs SB);Bb_RaiseIsolate_Vs_Sb_Call;Bb_RaiseIsolate_Vs_Sb_Raise
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_Vs_Sb_Call;BB call (raise isolate pot vs SB);Bb_RaiseIsolate_Vs_Sb_Fold;Bb_RaiseIsolate_Vs_Sb_Raise
PreflopBb;StatCell;PreflopData;;;Bb_RaiseIsolate_Vs_Sb_Raise;BB raise (raise isolate pot vs SB);Bb_RaiseIsolate_Vs_Sb_Call;
PreflopBb;StatCell;PreflopData;;;Bb_3bet_CC_Fold;BB fold (3 bet pot as cold caller);Bb_3bet_CC_Call;Bb_3bet_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_3bet_CC_Call;BB call (3 bet pot as cold caller);Bb_3bet_CC_Fold;Bb_3bet_CC_Raise
PreflopBb;StatCell;PreflopData;;;Bb_3bet_CC_Raise;BB raise (3 bet pot as cold caller);Bb_3bet_CC_Call;
PreflopBb;StatCell;PreflopData;;;Bb_4bet_Fold;BB fold (4 bet pot);Bb_4bet_Call;Bb_4bet_Raise
PreflopBb;StatCell;PreflopData;;;Bb_4bet_Call;BB call (4 bet pot);Bb_4bet_Fold;Bb_4bet_Raise
PreflopBb;StatCell;PreflopData;;;Bb_4bet_Raise;BB raise (4 bet pot);Bb_4bet_Call;
PreflopBb;StatCell;PreflopData;;;Bb_4bet_Vs_Sb_Fold;BB fold (4 bet pot vs SB);Bb_4bet_Vs_Sb_Call;Bb_4bet_Vs_Sb_Raise
PreflopBb;StatCell;PreflopData;;;Bb_4bet_Vs_Sb_Call;BB call (4 bet pot vs SB);Bb_4bet_Vs_Sb_Fold;Bb_4bet_Vs_Sb_Raise
PreflopBb;StatCell;PreflopData;;;Bb_4bet_Vs_Sb_Raise;BB raise (4 bet pot vs SB);Bb_4bet_Vs_Sb_Call;
PreflopEp;StatCell;PreflopData;;;Ep_Unopened_Fold;EP fold (unopened pot);Ep_Unopened_Call;Ep_Unopened_Raise
PreflopEp;StatCell;PreflopData;;;Ep_Unopened_Call;EP call (unopened pot);Ep_Unopened_Fold;Ep_Unopened_Raise
PreflopEp;StatCell;PreflopData;;;Ep_Unopened_Raise;EP raise (unopened pot);Ep_Unopened_Call;
PreflopEp;StatCell;PreflopData;;;Ep_Isolate_Limper_Fold;EP fold (isolate pot as limper);Ep_Isolate_Limper_Call;Ep_Isolate_Limper_Raise
PreflopEp;StatCell;PreflopData;;;Ep_Isolate_Limper_Call;EP call (isolate pot as limper);Ep_Isolate_Limper_Fold;Ep_Isolate_Limper_Raise
PreflopEp;StatCell;PreflopData;;;Ep_Isolate_Limper_Raise;EP raise (isolate pot as limper);Ep_Isolate_Limper_Call;
PreflopEp;StatCell;PreflopData;;;Ep_Squeeze_Raiser_Fold;EP fold (squeeze pot as raiser);Ep_Squeeze_Raiser_Call;Ep_Squeeze_Raiser_Raise
PreflopEp;StatCell;PreflopData;;;Ep_Squeeze_Raiser_Call;EP call (squeeze pot as raiser);Ep_Squeeze_Raiser_Fold;Ep_Squeeze_Raiser_Raise
PreflopEp;StatCell;PreflopData;;;Ep_Squeeze_Raiser_Raise;EP raise (squeeze pot as raiser);Ep_Squeeze_Raiser_Call;
PreflopEp;StatCell;PreflopData;;;Ep_RaiseIsolate_Caller_Fold;EP fold (raise isolate pot as caller);Ep_RaiseIsolate_Caller_Call;Ep_RaiseIsolate_Caller_Raise
PreflopEp;StatCell;PreflopData;;;Ep_RaiseIsolate_Caller_Call;EP call (raise isolate pot as caller);Ep_RaiseIsolate_Caller_Fold;Ep_RaiseIsolate_Caller_Raise
PreflopEp;StatCell;PreflopData;;;Ep_RaiseIsolate_Caller_Raise;EP raise (raise isolate pot as caller);Ep_RaiseIsolate_Caller_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Fold;EP fold (3 bet pot as raiser);Ep_3bet_Raiser_Call;Ep_3bet_Raiser_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Call;EP call (3 bet pot as raiser);Ep_3bet_Raiser_Fold;Ep_3bet_Raiser_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Raise;EP raise (3 bet pot as raiser);Ep_3bet_Raiser_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Mp_Fold;EP fold (3 bet pot as raiser vs MP);Ep_3bet_Raiser_Vs_Mp_Call;Ep_3bet_Raiser_Vs_Mp_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Mp_Call;EP call (3 bet pot as raiser vs MP);Ep_3bet_Raiser_Vs_Mp_Fold;Ep_3bet_Raiser_Vs_Mp_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Mp_Raise;EP raise (3 bet pot as raiser vs MP);Ep_3bet_Raiser_Vs_Mp_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Co_Fold;EP fold (3 bet pot as raiser vs CO);Ep_3bet_Raiser_Vs_Co_Call;Ep_3bet_Raiser_Vs_Co_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Co_Call;EP call (3 bet pot as raiser vs CO);Ep_3bet_Raiser_Vs_Co_Fold;Ep_3bet_Raiser_Vs_Co_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Co_Raise;EP raise (3 bet pot as raiser vs CO);Ep_3bet_Raiser_Vs_Co_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Btn_Fold;EP fold (3 bet pot as raiser vs BTN);Ep_3bet_Raiser_Vs_Btn_Call;Ep_3bet_Raiser_Vs_Btn_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Btn_Call;EP call (3 bet pot as raiser vs BTN);Ep_3bet_Raiser_Vs_Btn_Fold;Ep_3bet_Raiser_Vs_Btn_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Btn_Raise;EP raise (3 bet pot as raiser vs BTN);Ep_3bet_Raiser_Vs_Btn_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Sb_Fold;EP fold (3 bet pot as raiser vs SB);Ep_3bet_Raiser_Vs_Sb_Call;Ep_3bet_Raiser_Vs_Sb_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Sb_Call;EP call (3 bet pot as raiser vs SB);Ep_3bet_Raiser_Vs_Sb_Fold;Ep_3bet_Raiser_Vs_Sb_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Sb_Raise;EP raise (3 bet pot as raiser vs SB);Ep_3bet_Raiser_Vs_Sb_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Bb_Fold;EP fold (3 bet pot as raiser vs BB);Ep_3bet_Raiser_Vs_Bb_Call;Ep_3bet_Raiser_Vs_Bb_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Bb_Call;EP call (3 bet pot as raiser vs BB);Ep_3bet_Raiser_Vs_Bb_Fold;Ep_3bet_Raiser_Vs_Bb_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Bb_Raise;EP raise (3 bet pot as raiser vs BB);Ep_3bet_Raiser_Vs_Bb_Call;
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Multi_Fold;EP fold (3 bet pot as raiser multiway);Ep_3bet_Raiser_Vs_Multi_Call;Ep_3bet_Raiser_Vs_Multi_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Multi_Call;EP call (3 bet pot as raiser multiway);Ep_3bet_Raiser_Vs_Multi_Fold;Ep_3bet_Raiser_Vs_Multi_Raise
PreflopEp;StatCell;PreflopData;;;Ep_3bet_Raiser_Vs_Multi_Raise;EP raise (3 bet pot as raiser multiway);Ep_3bet_Raiser_Vs_Multi_Call;
PreflopEp;StatCell;PreflopData;;;Ep_4bet_Fold;EP fold (4 bet pot);Ep_4bet_Call;Ep_4bet_Raise
PreflopEp;StatCell;PreflopData;;;Ep_4bet_Call;EP call (4 bet pot);Ep_4bet_Fold;Ep_4bet_Raise
PreflopEp;StatCell;PreflopData;;;Ep_4bet_Raise;EP raise (4 bet pot);Ep_4bet_Call;
PreflopMp;StatCell;PreflopData;;;Mp_Unopened_Fold;MP fold (unopened pot);Mp_Unopened_Call;Mp_Unopened_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Unopened_Call;MP call (unopened pot);Mp_Unopened_Fold;Mp_Unopened_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Unopened_Raise;MP raise (unopened pot);Mp_Unopened_Call;
PreflopMp;StatCell;PreflopData;;;Mp_Limp_Vs_Ep_Fold;MP fold (limp pot);Mp_Limp_Vs_Ep_Call;Mp_Limp_Vs_Ep_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Limp_Vs_Ep_Call;MP call (limp pot);Mp_Limp_Vs_Ep_Fold;Mp_Limp_Vs_Ep_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Limp_Vs_Ep_Raise;MP raise (limp pot);Mp_Limp_Vs_Ep_Call;
PreflopMp;StatCell;PreflopData;;;Mp_Raise_Vs_Ep_Fold;MP fold (raise pot);Mp_Raise_Vs_Ep_Call;Mp_Raise_Vs_Ep_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Raise_Vs_Ep_Call;MP call (raise pot);Mp_Raise_Vs_Ep_Fold;Mp_Raise_Vs_Ep_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Raise_Vs_Ep_Raise;MP raise (raise pot);Mp_Raise_Vs_Ep_Call;
PreflopMp;StatCell;PreflopData;;;Mp_Isolate_Limper_Fold;MP fold (isolate pot as limper);Mp_Isolate_Limper_Call;Mp_Isolate_Limper_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Isolate_Limper_Call;MP call (isolate pot as limper);Mp_Isolate_Limper_Fold;Mp_Isolate_Limper_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Isolate_Limper_Raise;MP raise (isolate pot as limper);Mp_Isolate_Limper_Call;
PreflopMp;StatCell;PreflopData;;;Mp_Squeeze_Raiser_Fold;MP fold (squeeze pot as raiser);Mp_Squeeze_Raiser_Call;Mp_Squeeze_Raiser_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Squeeze_Raiser_Call;MP call (squeeze pot as raiser);Mp_Squeeze_Raiser_Fold;Mp_Squeeze_Raiser_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Squeeze_Raiser_Raise;MP raise (squeeze pot as raiser);Mp_Squeeze_Raiser_Call;
PreflopMp;StatCell;PreflopData;;;Mp_Squeeze_Caller_Fold;MP fold (squeeze pot as caller);Mp_Squeeze_Caller_Call;Mp_Squeeze_Caller_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Squeeze_Caller_Call;MP call (squeeze pot as caller);Mp_Squeeze_Caller_Fold;Mp_Squeeze_Caller_Raise
PreflopMp;StatCell;PreflopData;;;Mp_Squeeze_Caller_Raise;MP raise (squeeze pot as caller);Mp_Squeeze_Caller_Call;
PreflopMp;StatCell;PreflopData;;;Mp_RaiseIsolate_Raiser_Fold;MP fold (raise isolate pot as raiser);Mp_RaiseIsolate_Raiser_Call;Mp_RaiseIsolate_Raiser_Raise
PreflopMp;StatCell;PreflopData;;;Mp_RaiseIsolate_Raiser_Call;MP call (raise isolate pot as raiser);Mp_RaiseIsolate_Raiser_Fold;Mp_RaiseIsolate_Raiser_Raise
PreflopMp;StatCell;PreflopData;;;Mp_RaiseIsolate_Raiser_Raise;MP raise (raise isolate pot as raiser);Mp_RaiseIsolate_Raiser_Call;
PreflopMp;StatCell;PreflopData;;;Mp_RaiseIsolate_Caller_Fold;MP fold (raise isolate pot as caller);Mp_RaiseIsolate_Caller_Call;Mp_RaiseIsolate_Caller_Raise
PreflopMp;StatCell;PreflopData;;;Mp_RaiseIsolate_Caller_Call;MP call (raise isolate pot as caller);Mp_RaiseIsolate_Caller_Fold;Mp_RaiseIsolate_Caller_Raise
PreflopMp;StatCell;PreflopData;;;Mp_RaiseIsolate_Caller_Raise;MP raise (raise isolate pot as caller);Mp_RaiseIsolate_Caller_Call;
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Fold;MP fold (3 bet pot as raiser);Mp_3bet_Raiser_Call;Mp_3bet_Raiser_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Call;MP call (3 bet pot as raiser);Mp_3bet_Raiser_Fold;Mp_3bet_Raiser_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Raise;MP raise (3 bet pot as raiser);Mp_3bet_Raiser_Call;
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Co_Fold;MP fold (3 bet pot as raiser vs CO);Mp_3bet_Raiser_Vs_Co_Call;Mp_3bet_Raiser_Vs_Co_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Co_Call;MP call (3 bet pot as raiser vs CO);Mp_3bet_Raiser_Vs_Co_Fold;Mp_3bet_Raiser_Vs_Co_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Co_Raise;MP raise (3 bet pot as raiser vs CO);Mp_3bet_Raiser_Vs_Co_Call;
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Btn_Fold;MP fold (3 bet pot as raiser vs BTN);Mp_3bet_Raiser_Vs_Btn_Call;Mp_3bet_Raiser_Vs_Btn_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Btn_Call;MP call (3 bet pot as raiser vs BTN);Mp_3bet_Raiser_Vs_Btn_Fold;Mp_3bet_Raiser_Vs_Btn_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Btn_Raise;MP raise (3 bet pot as raiser vs BTN);Mp_3bet_Raiser_Vs_Btn_Call;
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Sb_Fold;MP fold (3 bet pot as raiser vs SB);Mp_3bet_Raiser_Vs_Sb_Call;Mp_3bet_Raiser_Vs_Sb_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Sb_Call;MP call (3 bet pot as raiser vs SB);Mp_3bet_Raiser_Vs_Sb_Fold;Mp_3bet_Raiser_Vs_Sb_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Sb_Raise;MP raise (3 bet pot as raiser vs SB);Mp_3bet_Raiser_Vs_Sb_Call;
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Bb_Fold;MP fold (3 bet pot as raiser vs BB);Mp_3bet_Raiser_Vs_Bb_Call;Mp_3bet_Raiser_Vs_Bb_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Bb_Call;MP call (3 bet pot as raiser vs BB);Mp_3bet_Raiser_Vs_Bb_Fold;Mp_3bet_Raiser_Vs_Bb_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Bb_Raise;MP raise (3 bet pot as raiser vs BB);Mp_3bet_Raiser_Vs_Bb_Call;
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Multi_Fold;MP fold (3 bet pot as raiser multiway);Mp_3bet_Raiser_Vs_Multi_Call;Mp_3bet_Raiser_Vs_Multi_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Multi_Call;MP call (3 bet pot as raiser multiway);Mp_3bet_Raiser_Vs_Multi_Fold;Mp_3bet_Raiser_Vs_Multi_Raise
PreflopMp;StatCell;PreflopData;;;Mp_3bet_Raiser_Vs_Multi_Raise;MP raise (3 bet pot as raiser multiway);Mp_3bet_Raiser_Vs_Multi_Call;
PreflopMp;StatCell;PreflopData;;;Mp_4bet_Fold;MP fold (4 bet pot);Mp_4bet_Call;Mp_4bet_Raise
PreflopMp;StatCell;PreflopData;;;Mp_4bet_Call;MP call (4 bet pot);Mp_4bet_Fold;Mp_4bet_Raise
PreflopMp;StatCell;PreflopData;;;Mp_4bet_Raise;MP raise (4 bet pot);Mp_4bet_Call;
PreflopCo;StatCell;PreflopData;;;Co_Unopened_Fold;CO fold (unopened pot);Co_Unopened_Call;Co_Unopened_Raise
PreflopCo;StatCell;PreflopData;;;Co_Unopened_Call;CO call (unopened pot);Co_Unopened_Fold;Co_Unopened_Raise
PreflopCo;StatCell;PreflopData;;;Co_Unopened_Raise;CO raise (unopened pot);Co_Unopened_Call;
PreflopCo;StatCell;PreflopData;;;Co_Limp_Fold;CO fold (limp pot);Co_Limp_Call;Co_Limp_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Call;CO call (limp pot);Co_Limp_Fold;Co_Limp_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Raise;CO raise (limp pot);Co_Limp_Call;
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Ep_Fold;CO fold (limp pot vs EP);Co_Limp_Vs_Ep_Call;Co_Limp_Vs_Ep_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Ep_Call;CO call (limp pot vs EP);Co_Limp_Vs_Ep_Fold;Co_Limp_Vs_Ep_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Ep_Raise;CO raise (limp pot vs EP);Co_Limp_Vs_Ep_Call;
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Mp_Fold;CO fold (limp pot vs MP);Co_Limp_Vs_Mp_Call;Co_Limp_Vs_Mp_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Mp_Call;CO call (limp pot vs MP);Co_Limp_Vs_Mp_Fold;Co_Limp_Vs_Mp_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Mp_Raise;CO raise (limp pot vs MP);Co_Limp_Vs_Mp_Call;
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Multi_Fold;CO fold (limp pot multiway);Co_Limp_Vs_Multi_Call;Co_Limp_Vs_Multi_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Multi_Call;CO call (limp pot multiway);Co_Limp_Vs_Multi_Fold;Co_Limp_Vs_Multi_Raise
PreflopCo;StatCell;PreflopData;;;Co_Limp_Vs_Multi_Raise;CO raise (limp pot multiway);Co_Limp_Vs_Multi_Call;
PreflopCo;StatCell;PreflopData;;;Co_Raise_Fold;CO fold (raise pot);Co_Raise_Call;Co_Raise_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Call;CO call (raise pot);Co_Raise_Fold;Co_Raise_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Raise;CO raise (raise pot);Co_Raise_Call;
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Ep_Fold;CO fold (raise pot vs EP);Co_Raise_Vs_Ep_Call;Co_Raise_Vs_Ep_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Ep_Call;CO call (raise pot vs EP);Co_Raise_Vs_Ep_Fold;Co_Raise_Vs_Ep_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Ep_Raise;CO raise (raise pot vs EP);Co_Raise_Vs_Ep_Call;
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Mp_Fold;CO fold (raise pot vs MP);Co_Raise_Vs_Mp_Call;Co_Raise_Vs_Mp_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Mp_Call;CO call (raise pot vs MP);Co_Raise_Vs_Mp_Fold;Co_Raise_Vs_Mp_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Mp_Raise;CO raise (raise pot vs MP);Co_Raise_Vs_Mp_Call;
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Multi_Fold;CO fold (raise pot multiway);Co_Raise_Vs_Multi_Call;Co_Raise_Vs_Multi_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Multi_Call;CO call (raise pot multiway);Co_Raise_Vs_Multi_Fold;Co_Raise_Vs_Multi_Raise
PreflopCo;StatCell;PreflopData;;;Co_Raise_Vs_Multi_Raise;CO raise (raise pot multiway);Co_Raise_Vs_Multi_Call;
PreflopCo;StatCell;PreflopData;;;Co_Isolate_CC_Fold;CO fold (isolate pot as cold caller);Co_Isolate_CC_Call;Co_Isolate_CC_Raise
PreflopCo;StatCell;PreflopData;;;Co_Isolate_CC_Call;CO call (isolate pot as cold caller);Co_Isolate_CC_Fold;Co_Isolate_CC_Raise
PreflopCo;StatCell;PreflopData;;;Co_Isolate_CC_Raise;CO raise (isolate pot as cold caller);Co_Isolate_CC_Call;
PreflopCo;StatCell;PreflopData;;;Co_Isolate_Limper_Fold;CO fold (isolate pot as limper);Co_Isolate_Limper_Call;Co_Isolate_Limper_Raise
PreflopCo;StatCell;PreflopData;;;Co_Isolate_Limper_Call;CO call (isolate pot as limper);Co_Isolate_Limper_Fold;Co_Isolate_Limper_Raise
