Game type;Round;Position;Relative position;Opponent position;Players on flop;Preflop pot type;Preflop actions;Other players acted;Set type;Cell name;Stat default value;Main group dflt values;Sg1 dflt vals;Sg2 dflt vals;Sg3 dflt vals;Sg4 dflt vals
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;Vpip;64.81397;;;;;
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;Pfr;49.358974;;;;;
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;AggFq_F;28.622381;;;;;
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;AggFq_T;28.234453;;;;;
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;AggFq_R;31.243244;;;;;
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;WentToSd;28.829353;;;;;
Hu;Any;Any;Any;Any;Any;Any;Any;Any;General;WonOnSd;52.121212;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;Vpip;27.921078;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;Pfr;20.696146;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;AggFq_F;28.654991;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;AggFq_T;31.193563;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;AggFq_R;31.225546;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;WentToSd;26.825008;;;;;
SixMax;Any;Any;Any;Any;Any;Any;Any;Any;General;WonOnSd;50.628292;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Unopened_Fold;50.908348;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Unopened_Call;0.042962357;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Unopened_Raise;49.04869;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Fold;66.57874;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Call;2.3739333;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Raise;31.047323;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Ep_Fold;65.15385;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Ep_Call;3.7692308;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Ep_Raise;31.076923;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Mp_Fold;65.84362;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Mp_Call;1.6918153;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Mp_Raise;32.46456;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Co_Fold;66.6797;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Co_Call;1.2905749;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Co_Raise;32.029724;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Multi_Fold;74.56359;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Multi_Call;8.478803;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Limp_Vs_Multi_Raise;16.957605;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Fold;83.52285;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Call;7.4765005;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Raise;9.000866;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Ep_Fold;84.20403;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Ep_Call;8.08995;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Ep_Raise;7.7060194;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Mp_Fold;84.58991;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Mp_Call;7.1390066;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Mp_Raise;8.271719;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Co_Fold;82.70566;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Co_Call;6.7356925;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Co_Raise;10.558653;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Multi_Fold;82.330925;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Multi_Call;10.932905;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Raise_Vs_Multi_Raise;6.736167;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Isolate_CC_Fold;86.82816;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Isolate_CC_Call;7.948524;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Isolate_CC_Raise;5.2233157;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Squeeze_Raiser_Fold;68.164795;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Squeeze_Raiser_Call;24.34457;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Squeeze_Raiser_Raise;7.5471697;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Squeeze_Caller_Fold;50.3937;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Squeeze_Caller_Call;46.98163;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_Squeeze_Caller_Raise;2.7472527;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_RaiseIsolate_Raiser_Fold;54.266212;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_RaiseIsolate_Raiser_Call;38.56655;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_RaiseIsolate_Raiser_Raise;8.203125;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_CC_Fold;95.62044;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_CC_Call;1.3381995;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_CC_Raise;3.0425963;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Fold;55.890167;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Call;35.20815;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Raise;9.423347;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Sb_Fold;55.172413;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Sb_Call;35.164837;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Sb_Raise;10.195922;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Bb_Fold;57.441994;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Bb_Call;34.804752;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Bb_Raise;8.2779455;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Multi_Fold;48.18182;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Multi_Call;42.727272;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_3bet_Raiser_Vs_Multi_Raise;9.090909;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_4bet_Fold;60.083595;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_4bet_Call;29.885057;;;;;
SixMax;Any;Btn;Any;Any;Any;Any;Any;Any;PreflopBtn;Btn_4bet_Raise;11.837238;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Unopened_Fold;45.976357;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Unopened_Call;1.7732517;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Unopened_Raise;52.250393;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Fold;47.472897;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Call;34.72286;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Raise;17.804245;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Ep_Fold;49.436935;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Ep_Call;34.12162;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Ep_Raise;16.44144;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Mp_Fold;46.158813;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Mp_Call;35.50678;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Mp_Raise;18.33441;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Co_Fold;46.592896;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Co_Call;34.30402;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Co_Raise;19.103086;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Btn_Fold;47.656727;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Btn_Call;33.0493;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Btn_Raise;19.293974;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Multi_Fold;49.468086;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Multi_Call;38.43085;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Limp_Vs_Multi_Raise;12.101064;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Fold;86.09538;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Call;3.7698133;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Raise;10.135518;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Ep_Fold;89.63964;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Ep_Call;3.7477477;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Ep_Raise;6.6149964;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Mp_Fold;88.4714;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Mp_Call;4.0433927;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Mp_Raise;7.486684;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Co_Fold;86.96426;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Co_Call;2.980869;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Co_Raise;10.054872;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Btn_Fold;83.76834;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Btn_Call;2.6624737;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Btn_Raise;13.569182;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Multi_Fold;84.755806;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Multi_Call;7.289652;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Raise_Vs_Multi_Raise;7.9545455;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_CC_Fold;86.725044;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_CC_Call;5.183888;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_CC_Raise;8.091068;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_Limper_Fold;70.149254;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_Limper_Call;28.35821;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_Limper_Raise;1.5151515;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_Limper_Vs_Bb_Fold;43.307087;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_Limper_Vs_Bb_Call;51.968502;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Isolate_Limper_Vs_Bb_Raise;4.8;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Squeeze_CC_Fold;94.171776;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Squeeze_CC_Call;1.2269939;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Squeeze_CC_Raise;4.601227;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Squeeze_Caller_Fold;53.424656;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Squeeze_Caller_Call;43.835617;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_Squeeze_Caller_Raise;2.9411764;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_RaiseIsolate_Raiser_Fold;42.201836;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_RaiseIsolate_Raiser_Call;39.449543;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_3bet_CC_Fold;96.560326;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_3bet_CC_Call;0.6237747;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_3bet_CC_Raise;2.8174038;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_3bet_Raiser_Vs_Bb_Fold;60.379528;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_3bet_Raiser_Vs_Bb_Call;28.407131;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_3bet_Raiser_Vs_Bb_Raise;11.897498;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_4bet_Fold;54.910244;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_4bet_Call;33.051743;;;;;
SixMax;Any;Sb;Any;Any;Any;Any;Any;Any;PreflopSb;Sb_4bet_Raise;15.302013;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Check;77.55788;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Raise;22.442122;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Ep_Check;82.63473;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Ep_Raise;17.365269;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Mp_Check;84.901276;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Mp_Raise;15.098722;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Co_Check;82.298134;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Co_Raise;17.701864;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Btn_Check;82.35919;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Btn_Raise;17.640808;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Sb_Check;66.82836;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Sb_Raise;33.171642;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Multi_Check;82.73381;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Limp_Vs_Multi_Raise;17.266188;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Fold;57.09222;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Call;33.06857;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Raise;9.877401;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Ep_Fold;66.681366;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Ep_Call;27.673649;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Ep_Raise;5.673759;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Mp_Fold;66.76787;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Mp_Call;27.337128;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Mp_Raise;5.9197154;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Co_Fold;62.86175;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Co_Call;29.26274;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Co_Raise;7.9138064;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Btn_Fold;54.813385;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Btn_Call;33.735023;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Btn_Raise;11.490361;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Sb_Fold;39.631252;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Sb_Call;44.13107;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Sb_Raise;16.363134;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Multi_Fold;60.296818;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Multi_Call;31.525972;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Raise_Vs_Multi_Raise;8.17721;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Isolate_CC_Fold;77.059135;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Isolate_CC_Call;16.024286;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Isolate_CC_Raise;6.922061;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Squeeze_CC_Fold;96.54088;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Squeeze_CC_Call;1.2578616;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_Squeeze_CC_Raise;2.2105262;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_RaiseIsolate_CC_Fold;96.958176;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_RaiseIsolate_CC_Call;0.76045626;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_RaiseIsolate_CC_Raise;2.2813687;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_3bet_CC_Fold;95.43111;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_3bet_CC_Call;1.2479373;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_3bet_CC_Raise;3.3274775;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_4bet_Fold;59.126984;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_4bet_Call;29.86111;;;;;
SixMax;Any;Bb;Any;Any;Any;Any;Any;Any;PreflopBb;Bb_4bet_Raise;13.553114;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_Unopened_Fold;80.38593;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_Unopened_Call;0.064203165;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_Unopened_Raise;19.549864;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_Squeeze_Raiser_Fold;58.9701;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_Squeeze_Raiser_Call;29.23588;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_Squeeze_Raiser_Raise;11.853088;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Fold;44.023724;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Call;42.016422;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Raise;14.427157;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Mp_Fold;53.556484;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Mp_Call;33.682007;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Mp_Raise;13.203464;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Co_Fold;50.406506;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Co_Call;34.95935;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Co_Raise;15.031315;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Btn_Fold;44.345898;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Btn_Call;37.472282;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Btn_Raise;18.552036;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Sb_Fold;39.936104;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Sb_Call;49.20128;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Sb_Raise;11.564626;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Bb_Fold;35.371178;;;;;
SixMax;Any;Ep;Any;Any;Any;Any;Any;Any;PreflopEp;Ep_3bet_Raiser_Vs_Bb_Call;54.58515;;;;;
