PanelType;Cell type;Cell data;Name;Description;Connected cell 1 name;Connected cell 2 name
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_Isolate_Fold;SB vs BB HU  fold isolate pot;SbvsBb_Isolate_Call;SbvsBb_Isolate_Raise
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_Isolate_Call;SB vs BB HU  call isolate pot;SbvsBb_Isolate_Raise;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_Isolate_Raise;SB vs BB HU  raise isolate pot;SbvsBb_Isolate_Call;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_3bet_Fold;SB vs BB HU  fold 3 bet pot;SbvsBb_3bet_Call;SbvsBb_3bet_Raise
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_3bet_Call;SB vs BB HU  call 3 bet pot;SbvsBb_3bet_Raise;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_3bet_Raise;SB vs BB HU  raise 3 bet pot;SbvsBb_3bet_Call;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_4bet_Fold;SB vs BB HU  fold 4 bet pot;SbvsBb_4bet_Call;SbvsBb_4bet_Raise
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_4bet_Call;SB vs BB HU  call 4 bet pot;SbvsBb_4bet_Raise;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_4bet_Raise;SB vs BB HU  raise 4 bet pot;SbvsBb_4bet_Call;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_5bet_Fold;SB vs BB HU  fold 5 bet pot;SbvsBb_5bet_Call;SbvsBb_5bet_Raise
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_5bet_Call;SB vs BB HU  call 5 bet pot;SbvsBb_5bet_Raise;
PreflopSbvsBb;StatsCell;PreflopData;SbvsBb_5bet_Raise;SB vs BB HU  raise 5 bet pot;SbvsBb_5bet_Call;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_Limp_Check;BB vs SB HU  check limp pot;BbvsSb_Limp_Raise;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_Limp_Raise;BB vs SB HU  raise limp pot;BbvsSb_Limp_Check;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_Raise_Fold;BB vs SB HU  fold raise pot;BbvsSb_Raise_Call;BbvsSb_Raise_Raise
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_Raise_Call;BB vs SB HU  call raise pot;BbvsSb_Raise_Raise;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_Raise_Raise;BB vs SB HU  raise raise pot;BbvsSb_Raise_Call;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_LimpRaise_Fold;BB vs SB HU  fold limp raise pot;BbvsSb_LimpRaise_Call;BbvsSb_LimpRaise_Raise
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_LimpRaise_Call;BB vs SB HU  call limp raise pot;BbvsSb_LimpRaise_Raise;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_LimpRaise_Raise;BB vs SB HU  raise limp raise pot;BbvsSb_LimpRaise_Call;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_4bet_Fold;BB vs SB HU  fold 4 bet pot;BbvsSb_4bet_Call;BbvsSb_4bet_Raise
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_4bet_Call;BB vs SB HU  call 4 bet pot;BbvsSb_4bet_Raise;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_4bet_Raise;BB vs SB HU  raise 4 bet pot;BbvsSb_4bet_Call;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_5bet_Fold;BB vs SB HU  fold 5 bet pot;BbvsSb_5bet_Call;BbvsSb_5bet_Raise
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_5bet_Call;BB vs SB HU  call 5 bet pot;BbvsSb_5bet_Raise;
PreflopBbvsSb;StatsCell;PreflopData;BbvsSb_5bet_Raise;BB vs SB HU  raise 5 bet pot;BbvsSb_5bet_Call;
PostflopFlop;StatsCell;PostflopData;Bet_F;Bet flop;Check_F;
PostflopFlop;StatsCell;PostflopData;Bet_F_B;Bet flop, bet turn;Bet_F_X;
PostflopFlop;StatsCell;PostflopData;Bet_F_BB;Bet flop, bet turn, bet river;Bet_F_BX;
PostflopFlop;StatsCell;PostflopData;Check_F;Check flop;;
PostflopFlop;StatsCell;PostflopData;Bet_F_X;Bet flop, check turn;;
PostflopFlop;StatsCell;PostflopData;Bet_F_BX;Bet flop, bet turn, check river;;
PostflopFlop;StatsCell;PostflopData;Bet_TvsX;Bet turn vs check back on flop;Check_TvsX;
PostflopFlop;StatsCell;PostflopData;Check_TvsX;Check turn vs check back on flop;;
PostflopFlop;StatsCell;PostflopData;FvBet_F;Fold to bet flop;CvBet_F;Raise_F
PostflopFlop;StatsCell;PostflopData;FvBet_F_B;Call flop bet, fold to turn bet;CvBet_F_B;
PostflopFlop;StatsCell;PostflopData;FvBet_F_BB;Call flop bet, call turn bet, fold to river bet;CvBet_F_BB;
PostflopFlop;StatsCell;PostflopData;CvBet_F;Call flop bet;;
PostflopFlop;StatsCell;PostflopData;CvBet_F_B;Call flop bet, call turn bet;;
PostflopFlop;StatsCell;PostflopData;CvBet_F_BB;Call flop bet, call turn bet, call river bet;;
PostflopFlop;StatsCell;PostflopData;FvBet_TvsX;Fold to turn bet vs check back on flop;CvBet_TvsX;
PostflopFlop;StatsCell;PostflopData;CvBet_TvsX;Call turn bet vs check back on flop;;
PostflopFlop;StatsCell;PostflopData;Raise_F;Raise flop;CvBet_F;
PostflopFlop;StatsCell;PostflopData;Raise_F_B;Raise flop, bet turn;Raise_F_X;
PostflopFlop;StatsCell;PostflopData;Raise_F_BB;Raise flop, bet turn, bet river;Raise_F_BX;
PostflopFlop;StatsCell;PostflopData;Raise_F_X;Raise flop, check turn;;
PostflopFlop;StatsCell;PostflopData;Raise_F_BX;Raise flop, bet turn, check river;;
PostflopFlop;StatsCell;PostflopData;FvRaise_F;Fold to flop raise;CvRaise_F;Threebet_F
PostflopFlop;StatsCell;PostflopData;FvRaise_F_B;Call flop raise, fold to turn bet;CvRaise_F_B;
PostflopFlop;StatsCell;PostflopData;FvRaise_F_BB;Call flop raise, call turn bet, fold to river bet;CvRaise_F_BB;
PostflopFlop;StatsCell;PostflopData;CvRaise_F;Call flop raise;;
PostflopFlop;StatsCell;PostflopData;CvRaise_F_B;Call flop raise, call turn bet;;
PostflopFlop;StatsCell;PostflopData;CvRaise_F_BB;Call flop raise, call turn bet, call river bet;;
PostflopFlop;StatsCell;PostflopData;Threebet_F;3 bet flop;CvRaise_F;
PostflopTurn;StatsCell;PostflopData;Bet_T;Bet turn;Check_T;
PostflopTurn;StatsCell;PostflopData;Bet_T_B;Bet turn, bet river;Bet_T_X;
PostflopTurn;StatsCell;PostflopData;Check_T;Check turn;;
PostflopTurn;StatsCell;PostflopData;Bet_T_X;Bet turn, check river;;
PostflopTurn;StatsCell;PostflopData;Bet_RvsX;Bet river vs check back on turn;Check_RvsX;
PostflopTurn;StatsCell;PostflopData;Check_RvsX;Check river vs check back on turn;;
PostflopTurn;StatsCell;PostflopData;FvBet_T;Fold to bet turn;CvBet_T;Raise_T
PostflopTurn;StatsCell;PostflopData;FvBet_T_B;Call turn bet, fold to river bet;CvBet_T_B;
PostflopTurn;StatsCell;PostflopData;CvBet_T;Call turn bet;;
PostflopTurn;StatsCell;PostflopData;CvBet_T_B;Call turn bet, call river bet;;
PostflopTurn;StatsCell;PostflopData;FvBet_RvsX;Fold to river bet vs check back on turn;CvBet_RvsX;
PostflopTurn;StatsCell;PostflopData;CvBet_RvsX;Call river bet vs check back on turn;;
PostflopTurn;StatsCell;PostflopData;Raise_T;Raise turn;CvBet_T;
PostflopTurn;StatsCell;PostflopData;Raise_T_B;Raise turn, bet river;Raise_T_X;
PostflopTurn;StatsCell;PostflopData;Raise_T_X;Raise turn, check river;;
PostflopTurn;StatsCell;PostflopData;FvRaise_T;Fold to turn raise;CvRaise_T;Threebet_T
PostflopTurn;StatsCell;PostflopData;FvRaise_T_B;Call turn raise, fold to river bet;CvRaise_T_B;
PostflopTurn;StatsCell;PostflopData;CvRaise_T;Call turn raise;;
PostflopTurn;StatsCell;PostflopData;CvRaise_T_B;Call turn raise, call river bet;;
PostflopTurn;StatsCell;PostflopData;Threebet_T;3 bet turn;CvRaise_T;
PostflopRiver;StatsCell;PostflopData;Bet_R;Bet river;Check_R;
PostflopRiver;StatsCell;PostflopData;Check_R;Check river;;
PostflopRiver;StatsCell;PostflopData;FvBet_R;Fold to bet river;CvBet_R;Raise_R
PostflopRiver;StatsCell;PostflopData;CvBet_R;Call river bet;;
PostflopRiver;StatsCell;PostflopData;Raise_R;Raise river;CvBet_R;
PostflopRiver;StatsCell;PostflopData;FvRaise_R;Fold to river raise;CvRaise_R;Threebet_R
PostflopRiver;StatsCell;PostflopData;CvRaise_R;Call river raise;;
PostflopRiver;StatsCell;PostflopData;Threebet_R;3 bet river;CvRaise_R;
